,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
738,FDQ07,OUT017,3844.59837786
739,FDS45,OUT049,1657.84073161
740,NCJ06,OUT045,2085.88110855
741,FDD36,OUT035,1974.68051485
742,FDY25,OUT045,3063.3441409
743,FDU52,OUT046,2426.45555338
744,DRK47,OUT017,3899.57359881
745,NCL30,OUT017,2189.87306261
746,FDN22,OUT035,4037.74607736
747,NCF30,OUT027,3352.47673894
748,FDK03,OUT035,4109.9916069
749,FDT45,OUT017,862.031913438
750,NCC54,OUT027,6066.2379782
751,FDP08,OUT018,2861.27338182
752,FDU44,OUT046,2766.81218411
753,DRG39,OUT035,873.75078159
754,FDU32,OUT049,2054.86316406
755,FDY27,OUT049,3096.61449715
756,NCP54,OUT013,2126.66540486
757,NCZ41,OUT049,2150.6795752
758,DRL49,OUT013,2454.32571107
759,FDI05,OUT018,1181.37615893
760,FDY56,OUT045,3762.66197499
761,DRC13,OUT013,2070.3602792
762,NCV29,OUT017,3101.17975525
763,FDR24,OUT049,1342.34315325
764,FDZ34,OUT018,2793.65843135
765,FDP37,OUT035,2070.7187734
766,FDX08,OUT027,5139.47167858
767,FDS57,OUT045,2171.55365844
768,NCG18,OUT049,1659.07282693
769,FDK25,OUT018,2431.79407852
770,FDH53,OUT049,1261.44101575
771,DRI59,OUT018,3239.67851
772,FDA52,OUT046,2804.5982397
773,FDT20,OUT010,142.855313489
774,FDE36,OUT019,417.580448583
775,FDI24,OUT017,2821.0560854
776,FDB28,OUT018,2988.61091488
777,FDV11,OUT017,2894.25440222
778,FDP01,OUT046,2490.78370398
779,FDD34,OUT027,4370.56746453
780,FDJ50,OUT027,1440.94591113
781,FDZ44,OUT013,2006.5859835
782,DRO59,OUT035,1269.62441251
783,DRB48,OUT045,656.004329776
784,FDR21,OUT018,2619.32318007
785,NCE42,OUT010,543.376003486
786,FDO23,OUT046,1435.60105792
787,NCE30,OUT018,3186.65475315
788,FDQ22,OUT035,639.484714118
789,FDY01,OUT045,1921.0758466
790,FDS08,OUT017,2937.56921875
791,FDG28,OUT018,3575.02181562
792,FDQ51,OUT018,684.800446415
793,FDB05,OUT017,4041.17130188
794,FDO56,OUT049,1951.07142538
795,FDE02,OUT018,1317.09631139
796,FDN45,OUT017,3894.49114328
797,FDS09,OUT013,751.914618551
798,NCA54,OUT018,2721.96530236
799,FDP09,OUT010,506.896602898
800,FDC53,OUT045,1588.13827281
801,NCM55,OUT017,3105.95882007
802,FDL09,OUT018,2470.04086078
803,FDA11,OUT019,241.391522574
804,FDA50,OUT045,1505.88612295
805,FDC23,OUT017,3042.47703713
806,FDE22,OUT049,2736.86766522
807,FDD23,OUT046,3165.38140364
808,NCA29,OUT049,3038.24138687
809,FDK38,OUT046,2379.98144762
810,DRC13,OUT046,2065.26500431
811,NCP43,OUT049,3055.26752696
812,FDX28,OUT049,1624.08341453
813,FDF08,OUT049,1380.87536273
814,FDZ33,OUT046,2464.2256919
815,FDD10,OUT049,3074.01832489
816,FDO58,OUT017,2706.00472881
817,FDI50,OUT017,4062.89697568
818,FDO58,OUT045,2831.70503823
819,FDX08,OUT013,3186.89899215
820,NCK17,OUT010,153.174096855
821,FDF39,OUT035,4137.71718425
822,FDU45,OUT010,276.069315528
823,NCJ18,OUT018,1674.54498685
824,DRC27,OUT019,520.748521145
825,DRC25,OUT035,1416.65433632
826,FDU59,OUT035,2634.8032939
827,FDU28,OUT035,3080.87371017
828,NCP30,OUT046,666.569716281
829,FDB39,OUT018,762.218458756
830,FDE41,OUT013,1348.62574257
831,DRH11,OUT010,168.820035584
832,FDA58,OUT045,3720.46880011
833,FDU50,OUT046,1913.88476134
834,FDM34,OUT013,2196.66460949
835,FDM44,OUT027,2655.54287066
836,FDR39,OUT045,2919.95581599
837,FDM25,OUT045,2805.1250856
838,FDQ49,OUT049,2603.47036998
839,DRH25,OUT018,711.746422195
840,FDM09,OUT027,4603.65554581
841,FDL44,OUT019,402.086855215
842,NCR42,OUT018,581.629701926
843,DRL59,OUT046,856.077529938
844,FDX43,OUT013,2677.97895307
845,DRK47,OUT010,564.164102791
846,FDU48,OUT018,1839.06629325
847,FDY12,OUT045,811.648910779
848,NCN43,OUT018,1713.79641085
849,NCM55,OUT018,2700.47540529
850,FDQ21,OUT027,3248.04416523
851,FDX13,OUT035,4187.01522438
852,NCK30,OUT027,6099.07099613
853,FDG20,OUT049,3000.3518516
854,DRG27,OUT017,617.601786911
855,FDY14,OUT018,3613.0920746
856,FDP59,OUT035,1684.18700062
857,FDU60,OUT017,2812.55091819
858,NCC18,OUT019,407.814969612
859,DRJ39,OUT017,3704.57806335
860,FDS07,OUT049,1881.58015397
861,FDM08,OUT027,5707.24363741
862,FDP51,OUT045,2029.44946153
863,FDU16,OUT035,1316.78061542
864,FDH12,OUT013,1733.0166891
865,DRE48,OUT010,504.103944528
866,NCL42,OUT027,6103.38147391
867,FDR21,OUT045,2874.08136117
868,NCW29,OUT035,2099.55786844
869,FDO11,OUT013,4379.02661558
870,NCM31,OUT049,2252.57215818
871,FDV35,OUT019,383.878896709
872,FDF58,OUT017,942.022886261
873,NCE43,OUT049,2975.4328312
874,FDA02,OUT035,2357.85626985
875,DRL37,OUT010,156.03081071
876,FDR24,OUT018,1288.92535714
877,FDW59,OUT049,1308.78020811
878,FDS22,OUT049,740.098215041
879,FDW24,OUT017,769.869877207
880,FDU24,OUT035,1518.88591913
881,FDA21,OUT027,5006.68560812
882,FDH58,OUT027,3067.46861998
883,FDW36,OUT018,1470.36797065
884,FDI45,OUT027,4745.34314114
885,FDU01,OUT018,2761.81349376
886,FDF35,OUT027,2835.41647985
887,FDU43,OUT019,500.354763593
888,FDE24,OUT019,348.621243725
889,FDK50,OUT049,2871.55155454
890,FDG31,OUT045,996.774908077
891,FDC60,OUT045,1444.325207
892,FDL36,OUT013,1402.28112131
893,FDP21,OUT013,3179.48143357
894,FDW16,OUT045,1417.86373102
895,FDX02,OUT017,3809.19755731
896,FDQ58,OUT027,4142.25226249
897,FDT51,OUT046,1793.33534639
898,FDD59,OUT049,1271.36526986
899,NCM42,OUT018,1526.47814075
900,FDA57,OUT018,597.704746756
901,FDZ48,OUT035,1806.96860341
902,FDE46,OUT045,2584.5971974
903,NCZ30,OUT019,302.446242892
904,FDB56,OUT017,3231.89957328
905,FDA25,OUT027,2768.64969114
906,FDD20,OUT013,2132.54721063
907,FDL25,OUT013,1461.43041065
908,NCO18,OUT049,3031.15318314
909,FDJ45,OUT017,580.960308964
910,FDR12,OUT035,2902.34021366
911,NCF19,OUT010,155.264946617
912,FDK25,OUT046,2797.02686374
913,NCR17,OUT046,1921.55194735
914,FDC52,OUT046,2456.53568638
915,NCA54,OUT017,3045.93773985
916,FDR45,OUT010,559.158179364
917,NCM19,OUT049,1872.12815674
918,FDF39,OUT027,6115.96535137
919,FDX23,OUT049,1533.72499628
920,FDD58,OUT027,2613.02277791
921,FDX28,OUT013,1671.98435046
922,NCD31,OUT013,2695.64771622
923,FDU57,OUT018,2224.49438952
924,FDI27,OUT046,747.574097418
925,NCM42,OUT046,1742.30209003
926,FDD32,OUT027,2329.04958757
927,FDI34,OUT013,3945.95471402
928,NCM29,OUT049,2112.15760025
929,FDG46,OUT018,1605.11625137
930,DRC01,OUT010,166.003647592
931,FDB15,OUT027,6054.1414281
932,NCA17,OUT027,4026.60087034
933,FDF10,OUT046,2533.75917397
934,FDR26,OUT027,4992.55264151
935,FDI02,OUT049,1817.84416136
936,NCM54,OUT010,311.467503088
937,FDF14,OUT013,2447.65789018
938,FDJ33,OUT010,289.495488275
939,FDM20,OUT035,4176.43895112
940,FDC03,OUT027,5271.54814411
941,NCX05,OUT046,1969.98857391
942,NCM41,OUT027,2517.2816474
943,NCU29,OUT010,359.459155257
944,FDQ59,OUT017,1365.30848016
945,FDH46,OUT010,253.135068976
946,FDH09,OUT013,771.314798943
947,NCD06,OUT045,762.367502126
948,FDC15,OUT035,2552.27737835
949,DRD37,OUT027,1306.77894988
950,FDT28,OUT027,4028.86037285
951,FDR28,OUT027,4503.96483713
952,FDT38,OUT017,1340.19290614
953,FDV34,OUT027,2166.41286302
954,FDY52,OUT035,994.475545221
955,FDB34,OUT013,1368.96001961
956,DRL23,OUT018,1444.7570621
957,DRB24,OUT046,2446.81462883
958,FDJ50,OUT046,889.809082132
959,FDQ49,OUT035,2526.67530464
960,FDP20,OUT035,2105.78770007
961,FDV19,OUT027,4293.23775721
962,NCR54,OUT045,3047.72054124
963,FDO09,OUT010,553.465796021
964,FDS57,OUT018,1997.19722607
965,FDN10,OUT049,2009.36985371
966,FDV23,OUT049,2064.53135943
967,FDY28,OUT049,3529.24985425
968,DRG51,OUT013,2644.94281607
969,FDD45,OUT019,234.98963784
970,NCL18,OUT027,5052.49781372
971,NCM29,OUT013,2129.03808444
972,FDF17,OUT027,5224.61205675
973,FDE22,OUT017,2652.51264821
974,FDQ22,OUT017,599.320777424
975,FDS01,OUT013,3134.40057175
976,FDW35,OUT027,1187.34287559
977,FDJ33,OUT046,2075.1226857
978,NCF54,OUT035,2935.7150941
979,FDE09,OUT013,1757.53706097
980,NCE06,OUT045,2694.7936058
981,DRH49,OUT049,1271.62076747
982,FDY43,OUT045,2862.90800402
983,NCT05,OUT017,4112.98663407
984,FDZ34,OUT045,3108.85265995
985,FDL38,OUT017,1373.59013778
986,FDZ31,OUT017,3164.05028249
987,FDR14,OUT035,921.57527792
988,NCN54,OUT049,1205.97554142
989,NCC42,OUT027,3716.32403336
990,FDK08,OUT017,1635.18169936
991,FDP59,OUT013,1742.01963969
992,FDV22,OUT035,2716.67503322
993,FDD33,OUT035,3822.47582788
994,DRE60,OUT027,5790.57901967
995,FDK52,OUT046,3595.5496463
996,FDA02,OUT017,2479.37687443
997,FDM56,OUT049,1722.21893505
998,FDE57,OUT035,2207.23806205
999,FDM32,OUT045,1387.61281416
1000,NCQ30,OUT027,3081.39594155
1001,FDQ27,OUT027,2777.80938818
1002,FDT60,OUT027,3294.64032287
1003,FDU43,OUT049,4112.98362017
1004,NCO55,OUT035,1663.3773584
1005,FDG02,OUT045,3067.0107699
1006,FDJ28,OUT013,3162.75580107
1007,FDP40,OUT045,1783.02968874
1008,FDJ38,OUT045,3106.43568724
1009,NCC54,OUT017,3993.49603646
1010,NCZ41,OUT046,2132.4658944
1011,FDK38,OUT019,359.900741941
1012,FDU52,OUT013,2458.61048006
1013,FDC40,OUT046,1228.42097161
1014,NCR30,OUT017,1193.0529178
1015,NCN18,OUT017,1781.2800394
1016,FDB50,OUT035,1285.06626135
1017,FDG04,OUT013,3170.28648307
1018,FDR26,OUT035,2868.46174759
1019,NCT17,OUT018,2742.46279088
1020,FDX35,OUT027,5810.04389597
1021,FDS12,OUT046,2079.64410054
1022,NCZ29,OUT027,3288.08788844
1023,FDB38,OUT010,390.729948939
1024,FDP12,OUT013,612.116852194
1025,FDP22,OUT046,828.816890903
1026,FDS26,OUT018,3611.53439633
1027,FDR52,OUT046,3160.47204799
1028,DRJ13,OUT046,2750.62662507
1029,FDU48,OUT027,3376.35144295
1030,FDE29,OUT035,961.348116974
1031,NCT29,OUT049,2082.02882282
1032,DRK37,OUT018,2729.1506556
1033,FDK55,OUT046,1378.97716452
1034,FDR07,OUT046,1547.20846753
1035,FDO21,OUT027,5699.77172093
1036,FDK46,OUT049,4276.47084929
1037,FDB12,OUT045,1666.98009497
1038,FDT31,OUT027,5138.3172014
1039,FDJ33,OUT045,2025.91345726
1040,FDC26,OUT027,2837.10325417
1041,NCQ02,OUT045,2978.53718787
1042,FDP08,OUT010,508.641586798
1043,FDB11,OUT027,5786.89953273
1044,FDV55,OUT013,2510.24812794
1045,FDW20,OUT049,2143.79834061
1046,NCJ18,OUT019,300.987961194
1047,FDC41,OUT018,1107.29250053
1048,FDE14,OUT027,2602.76830162
1049,FDG35,OUT013,2881.15917971
1050,FDF45,OUT035,932.092268514
1051,FDS19,OUT027,2189.77098698
1052,FDS58,OUT019,401.641547188
1053,FDA26,OUT017,3796.67308864
1054,FDM32,OUT049,1333.89840832
1055,FDL45,OUT046,2116.3699405
1056,FDZ55,OUT049,2774.23459343
1057,FDY37,OUT049,2256.25160991
1058,FDO46,OUT046,3171.33713386
1059,FDQ60,OUT046,1988.3911224
1060,FDA19,OUT018,1830.33533042
1061,FDL15,OUT046,2541.31808022
1062,FDM10,OUT018,3186.65475315
1063,NCL05,OUT017,658.090760304
1064,DRK49,OUT010,166.198186258
1065,NCE18,OUT027,6074.26114503
1066,FDG40,OUT049,630.310916799
1067,DRI59,OUT045,3553.927671
1068,FDK28,OUT035,4169.81822227
1069,NCD06,OUT019,137.439939598
1070,FDO11,OUT019,520.631588393
1071,FDK27,OUT046,2036.01491526
1072,FDT43,OUT027,1392.41024925
1073,FDD38,OUT018,1438.12842892
1074,FDA16,OUT049,3554.75344366
1075,FDL14,OUT027,4125.1547568
1076,NCM17,OUT049,756.109811085
1077,FDD20,OUT045,2063.71934774
1078,FDA40,OUT045,1363.57287051
1079,FDL43,OUT045,1288.33078195
1080,FDV15,OUT045,1641.07458399
1081,FDE52,OUT046,1375.84856752
1082,NCL17,OUT010,349.293176931
1083,NCJ31,OUT045,3786.12151776
1084,FDR60,OUT045,1235.03705369
1085,NCA18,OUT035,1935.26497214
1086,FDS21,OUT027,1772.53933349
1087,FDW09,OUT035,1295.0702999
1088,FDL26,OUT035,2531.1561335
1089,FDS47,OUT018,1315.33457792
1090,FDC39,OUT046,3403.34748207
1091,FDT51,OUT035,1758.40844534
1092,FDK40,OUT035,4188.33720393
1093,NCG19,OUT045,3645.13965806
1094,FDZ07,OUT046,963.224884889
1095,FDF08,OUT027,2443.18605386
1096,FDO04,OUT013,799.395874555
1097,FDK41,OUT018,1220.00569309
1098,FDP15,OUT049,4145.44232016
1099,NCD43,OUT018,1488.76287795
1100,NCP18,OUT013,2534.57497652
1101,FDZ51,OUT046,1451.51705386
1102,DRH13,OUT035,1704.75750102
1103,FDF38,OUT045,664.76474603
1104,NCI43,OUT045,764.48072777
1105,FDM38,OUT027,1668.44833987
1106,FDS03,OUT013,954.995980899
1107,DRJ47,OUT017,2834.21154077
1108,FDT50,OUT010,225.602183652
1109,FDV02,OUT046,2849.53348977
1110,NCG18,OUT017,1740.69644141
1111,FDW52,OUT046,2808.28768763
1112,FDS40,OUT035,631.052269107
1113,FDN31,OUT017,3243.38765577
1114,FDA37,OUT045,2006.18429972
1115,FDA15,OUT046,4130.16698839
1116,FDL39,OUT046,2941.17637744
1117,FDJ53,OUT045,2009.59957622
1118,FDX22,OUT013,3417.4653976
1119,NCZ42,OUT045,3858.86728502
1120,FDD56,OUT027,4877.39896466
1121,FDD40,OUT017,3158.81431995
1122,FDS50,OUT013,3648.44448369
1123,NCN14,OUT013,3150.46144754
1124,FDT15,OUT013,3228.52929311
1125,NCS18,OUT027,2762.17795476
1126,NCO26,OUT010,275.639245049
1127,FDF58,OUT018,788.928188596
1128,NCB19,OUT013,1414.54424254
1129,FDH26,OUT017,2300.79689435
1130,DRB24,OUT027,4096.98045406
1131,FDA49,OUT018,1231.75939103
1132,FDB32,OUT045,1532.33475656
1133,FDI36,OUT017,3264.64498478
1134,NCA17,OUT010,351.208940048
1135,FDH22,OUT013,2080.58123899
1136,NCM26,OUT018,2275.38931038
1137,FDT15,OUT027,4979.95062509
1138,FDB16,OUT018,1293.29006475
1139,NCP54,OUT027,3256.236481
1140,FDJ36,OUT013,1712.24323637
1141,FDO28,OUT045,1988.02750446
1142,FDU09,OUT013,775.62739242
1143,FDF29,OUT017,2197.69361799
1144,FDY08,OUT013,2337.98879701
1145,DRJ59,OUT018,586.679143301
1146,FDT23,OUT027,2259.5168686
1147,FDU15,OUT018,589.417144002
1148,FDT47,OUT013,1553.64562614
1149,FDI53,OUT019,414.620402209
1150,FDR59,OUT018,3606.39902059
1151,FDD53,OUT035,660.76918888
1152,FDY51,OUT017,3746.68921726
1153,FDT04,OUT049,643.978109303
1154,FDU51,OUT049,3006.98551825
1155,FDG14,OUT035,2445.67891473
1156,NCU06,OUT045,3602.26047397
1157,DRG25,OUT046,3113.34883042
1158,DRH49,OUT035,1338.96047388
1159,FDN15,OUT035,2224.08035837
1160,FDL43,OUT018,1137.11570134
1161,NCT18,OUT049,3214.59275293
1162,NCB31,OUT013,4235.47896322
1163,FDK57,OUT035,1994.55321561
1164,FDY04,OUT019,419.208472359
1165,NCP54,OUT046,2090.55390484
1166,FDF41,OUT013,4223.56462652
1167,FDM01,OUT045,1672.91362611
1168,FDW03,OUT045,1661.19074015
1169,FDF28,OUT045,2043.57829958
1170,FDY37,OUT017,2310.54602895
1171,FDQ03,OUT017,3938.51612906
1172,FDP51,OUT027,3173.30692796
1173,FDJ40,OUT017,1776.52985853
1174,FDC32,OUT049,1411.70691889
1175,DRI49,OUT027,2328.4286824
1176,NCW54,OUT017,864.608092726
1177,FDF09,OUT017,612.686374505
1178,FDP45,OUT018,3505.45942478
1179,DRJ23,OUT018,2756.57893971
1180,FDS59,OUT017,1814.99731833
1181,FDY08,OUT046,2197.22965584
1182,FDX16,OUT049,2454.9101762
1183,FDY16,OUT018,2729.12269213
1184,FDK32,OUT035,2553.62069573
1185,FDQ22,OUT013,624.040331145
1186,NCC31,OUT018,2353.18531174
1187,FDG58,OUT049,2520.3808581
1188,DRF48,OUT013,3176.82889471
1189,DRH36,OUT049,1072.12588419
1190,NCR30,OUT035,1213.88620415
1191,FDB03,OUT019,500.944120706
1192,FDZ28,OUT027,3253.86669655
1193,FDR35,OUT017,3222.21526737
1194,DRD15,OUT027,6045.86046832
1195,FDJ33,OUT019,313.835746947
1196,FDA56,OUT010,285.578940689
1197,FDP56,OUT046,776.673088631
1198,NCT30,OUT046,780.777256115
1199,FDK15,OUT017,1668.63851166
1200,FDH44,OUT018,2148.81511144
1201,FDV01,OUT013,2431.92612059
1202,DRG03,OUT017,2468.88078217
1203,FDG50,OUT027,2437.33236497
1204,FDR16,OUT010,545.148127812
1205,FDZ60,OUT046,1746.14081947
1206,DRG03,OUT045,2508.9960513
1207,FDS56,OUT018,3578.24956478
1208,FDU33,OUT045,751.052524757
1209,DRD27,OUT035,1606.46203333
1210,FDW22,OUT046,3661.15813107
1211,DRA24,OUT045,2812.76336324
1212,FDF38,OUT049,657.974412818
1213,FDX48,OUT013,2428.43490683
1214,FDS58,OUT018,2439.95098103
1215,FDC32,OUT046,1442.76717441
1216,NCQ29,OUT045,3971.24804836
1217,DRK39,OUT018,1256.70406451
1218,NCS38,OUT017,1875.86590908
1219,DRO47,OUT013,1804.45990973
1220,DRG27,OUT027,1234.87652342
1221,FDC57,OUT027,5091.43527819
1222,FDS55,OUT046,2384.77107622
1223,NCJ06,OUT018,1690.21503596
1224,FDO01,OUT019,326.110451816
1225,NCM55,OUT045,2945.97498363
1226,FDC52,OUT049,2486.97409906
1227,FDQ15,OUT045,1306.62901531
1228,NCT30,OUT027,1385.38771333
1229,NCR42,OUT027,1147.45356081
1230,FDD28,OUT035,934.628603483
1231,FDQ34,OUT049,1651.28249196
1232,FDZ12,OUT027,3914.87197479
1233,DRE13,OUT019,235.276374586
1234,NCN07,OUT019,328.437285899
1235,FDM28,OUT035,2951.91248922
1236,FDI10,OUT017,2859.44022801
1237,FDQ25,OUT013,2775.71126825
1238,FDA38,OUT010,564.152640295
1239,DRI13,OUT049,3494.57950071
1240,FDY20,OUT027,2471.40940103
1241,NCZ53,OUT035,3066.56498117
1242,NCM31,OUT013,2472.25731259
1243,DRB01,OUT017,3193.09140528
1244,DRF37,OUT046,3962.69771672
1245,NCF42,OUT049,2994.50217434
1246,FDF16,OUT018,2170.64340837
1247,FDB41,OUT013,735.555251905
1248,FDR34,OUT013,4153.31219674
1249,FDR15,OUT018,2360.35913336
1250,NCV42,OUT019,281.233144521
1251,FDW51,OUT035,3744.58131825
1252,FDU36,OUT017,1622.00154855
1253,FDX60,OUT049,1251.91521096
1254,FDY03,OUT035,1824.17553909
1255,FDW55,OUT045,4016.3190562
1256,FDT01,OUT010,530.850527612
1257,FDG58,OUT013,2504.69566721
1258,FDK21,OUT017,4092.79011056
1259,NCS41,OUT019,458.46375822
1260,FDS10,OUT045,2950.66032186
1261,NCT53,OUT046,2758.50477891
1262,FDJ28,OUT018,2780.27095667
1263,FDX44,OUT045,1395.27674759
1264,FDT20,OUT018,579.577235623
1265,FDO44,OUT017,1756.08073876
1266,NCX17,OUT049,3815.81771499
1267,FDY01,OUT017,1944.1306958
1268,FDJ12,OUT027,5302.24091059
1269,DRK35,OUT018,588.404758893
1270,FDD47,OUT019,411.608332404
1271,NCM53,OUT035,1673.98395302
1272,FDO45,OUT013,1427.26117565
1273,NCM42,OUT010,265.129344029
1274,FDE04,OUT046,2922.06796227
1275,NCI30,OUT027,6090.99582552
1276,FDZ19,OUT013,2822.00689061
1277,FDW57,OUT013,3024.21240277
1278,FDA25,OUT013,1715.33259803
1279,FDT22,OUT046,942.279454958
1280,FDP51,OUT013,2057.76641025
1281,FDD48,OUT027,3033.02091632
1282,FDY39,OUT035,3061.4038211
1283,FDO48,OUT010,541.001177307
1284,FDD23,OUT027,4992.61737876
1285,DRN35,OUT027,1167.43048328
1286,FDT01,OUT035,3664.48848921
1287,FDC20,OUT010,173.343333129
1288,DRJ35,OUT035,976.227098188
1289,FDB32,OUT046,1434.59967183
1290,FDL24,OUT046,2890.91766234
1291,NCV42,OUT035,1824.1265873
1292,FDZ46,OUT046,1753.70307474
1293,FDC15,OUT013,2446.23249579
1294,FDD08,OUT019,138.852689829
1295,FDY50,OUT049,1339.86772868
1296,FDD36,OUT013,2051.26760511
1297,FDG57,OUT027,1407.85879339
1298,FDL21,OUT018,609.634721193
1299,FDN16,OUT027,2638.53819823
1300,FDJ09,OUT027,1319.47813453
1301,FDS01,OUT010,453.299305812
1302,FDV33,OUT017,4057.14075481
1303,DRE12,OUT017,1872.37016533
1304,FDR07,OUT013,1557.21199381
1305,FDP48,OUT010,495.357117203
1306,NCB55,OUT035,943.326827343
1307,FDQ08,OUT013,853.010459198
1308,FDR34,OUT035,4061.42585697
1309,FDO33,OUT046,1821.46080714
1310,FDP13,OUT045,658.011796394
1311,FDX12,OUT049,4200.8452575
1312,NCT06,OUT049,2905.58066424
1313,FDR16,OUT019,510.331717362
1314,FDE36,OUT046,2776.94373144
1315,FDZ36,OUT049,3236.00991298
1316,FDV13,OUT045,1361.14651173
1317,NCZ17,OUT035,628.083410806
1318,FDU56,OUT045,2942.44874056
1319,FDM09,OUT035,2926.72548949
1320,FDV02,OUT017,2814.82240677
1321,FDS34,OUT018,1582.88115474
1322,FDA11,OUT049,1480.81550297
1323,FDP09,OUT017,3802.10905063
1324,FDB29,OUT027,3041.35026762
1325,FDT19,OUT017,2860.20358374
1326,DRH15,OUT017,706.872559847
1327,FDY38,OUT046,3702.9483548
1328,FDF14,OUT027,4065.57139727
1329,FDN48,OUT010,217.358165152
1330,FDQ12,OUT013,4101.36408692
1331,NCJ43,OUT045,2946.63828181
1332,FDE17,OUT019,370.72242396
1333,FDB05,OUT035,4128.17709578
1334,FDH10,OUT045,2962.89629813
1335,NCR06,OUT017,639.278421428
1336,FDU32,OUT018,1711.09317841
1337,FDD56,OUT049,3026.32061716
1338,FDO36,OUT018,2694.2635212
1339,FDH16,OUT010,217.609305248
1340,FDX10,OUT018,588.404758893
1341,FDZ37,OUT017,1386.0975579
1342,FDU31,OUT010,553.607245095
1343,DRC49,OUT049,2250.94007457
1344,FDL15,OUT045,2573.7157127
1345,FDN32,OUT019,468.467294865
1346,DRH59,OUT027,2088.62496285
1347,NCU29,OUT049,2422.009714
1348,FDR37,OUT019,491.670185463
1349,FDS14,OUT018,2346.93741908
1350,FDU02,OUT027,5836.10331549
1351,FDJ08,OUT035,3087.64763236
1352,NCZ06,OUT045,3870.27967785
1353,FDO31,OUT049,1342.23408258
1354,FDH31,OUT018,1456.85436972
1355,FDS58,OUT017,2618.34220841
1356,NCA53,OUT027,1399.98205323
1357,FDF50,OUT046,3203.00257528
1358,NCW42,OUT049,3589.5264343
1359,NCQ17,OUT045,2550.36743164
1360,FDK51,OUT018,3615.45296917
1361,NCW41,OUT010,386.16885626
1362,NCR29,OUT017,855.879488048
1363,FDB08,OUT019,399.04159902
1364,FDA40,OUT027,2382.34590746
1365,FDL14,OUT018,2402.11355438
1366,FDB47,OUT046,3439.34699491
1367,FDO03,OUT035,3962.98616169
1368,DRK13,OUT019,476.25073611
1369,FDX13,OUT010,567.678508743
1370,FDF52,OUT046,3099.60475683
1371,FDT11,OUT013,3160.80109022
1372,FDB08,OUT013,2571.684493
1373,FDQ28,OUT018,2332.14224986
1374,FDD29,OUT045,4051.44816756
1375,NCQ29,OUT027,6043.79272506
1376,NCO02,OUT013,967.243605703
1377,FDR56,OUT010,511.86665058
1378,NCM54,OUT049,2156.50718138
1379,FDP51,OUT035,1943.99611121
1380,FDT38,OUT013,1293.89428908
1381,FDZ20,OUT018,3548.30298613
1382,FDJ53,OUT013,2051.65496679
1383,FDX13,OUT049,4325.38807589
1384,FDP58,OUT035,3752.59961549
1385,NCK31,OUT019,159.134401441
1386,FDA35,OUT018,1725.35563962
1387,FDV37,OUT018,2969.91025317
1388,NCO07,OUT027,5260.318584
1389,FDA20,OUT045,3093.00944087
1390,FDZ59,OUT035,2776.5653859
1391,NCY17,OUT017,718.035794873
1392,FDQ28,OUT035,2535.1524411
1393,FDV35,OUT017,2462.67703881
1394,FDQ36,OUT013,607.820770942
1395,FDD34,OUT018,2488.28796789
1396,FDK51,OUT045,4058.64065942
1397,FDV31,OUT035,2818.73132805
1398,FDR04,OUT035,1538.78477329
1399,FDR14,OUT049,841.698446848
1400,DRC36,OUT010,433.037467882
